Electricity.Timestep,Time,Sum [kWh],True Sum [kWh],True Sum [Wh]
284220,44028.375,0.043199223,0.043199223,43.199223
284280,44028.41667,0.04177353,0.04177353,41.77353
284340,44028.45833,0.044033983,0.044033983,44.033983
284400,44028.5,0.043286629,0.043286629,43.286629
284460,44028.54167,0.041602204,0.041602204,41.602204
284520,44028.58333,0.04304529,0.04304529,43.04529
284580,44028.625,0.042793308,0.042793308,42.793308
284640,44028.66667,0.044118315,0.044118315,44.118315
284700,44028.70833,0.042969246,0.042969246,42.969246
284760,44028.75,0.044045408,0.9,900
284820,44028.79167,0.047312257,0.9,900
284880,44028.83333,0.044760261,0.9,900
284940,44028.875,0.044185414,0.9,900
285000,44028.91667,0.034246774,0.9,900
285060,44028.95833,0.044448451,0.9,900
285120,44029,0.043236752,0.9,900
285180,44029.04167,0.043246668,0.9,900
285240,44029.08333,0.045052409,0.9,900
285300,44029.125,0.045938421,0.9,900
285360,44029.16667,0.045216484,0.9,900
285420,44029.20833,0.041920593,0.9,900
285480,44029.25,0.043179915,0.043179915,43.179915
285540,44029.29167,0.043467023,0.043467023,43.467023
285600,44029.33333,0.042075432,0.042075432,42.075432
285660,44029.375,0.043303217,0.043303217,43.303217
285720,44029.41667,0.044423004,0.044423004,44.423004
285780,44029.45833,0.044182776,0.044182776,44.182776
285840,44029.5,0.041696757,0.041696757,41.696757
285900,44029.54167,0.042951469,0.042951469,42.951469
285960,44029.58333,0.042789627,0.042789627,42.789627
286020,44029.625,0.041750957,0.041750957,41.750957
286080,44029.66667,0.04170166,0.04170166,41.70166
286140,44029.70833,0.043233425,0.043233425,43.233425
286200,44029.75,0.042870566,0.9,900
286260,44029.79167,0.045948821,0.9,900
286320,44029.83333,0.043821938,0.9,900
286380,44029.875,0.042153217,0.9,900
286440,44029.91667,0.043302362,0.9,900
286500,44029.95833,0.043138316,0.9,900
286560,44030,0.044600918,0.9,900
286620,44030.04167,0.043190384,0.9,900
286680,44030.08333,0.043948107,0.9,900
286740,44030.125,0.049274049,0.9,900
286800,44030.16667,0.043395448,0.9,900
286860,44030.20833,0.044847767,0.9,900
286920,44030.25,0.043440391,0.043440391,43.440391
286980,44030.29167,0.044581918,0.044581918,44.581918
287040,44030.33333,0.038967122,0.038967122,38.967122
287100,44030.375,0.040675051,0.040675051,40.675051
287160,44030.41667,0.048778281,0.048778281,48.778281
287220,44030.45833,0.043115964,0.043115964,43.115964
287280,44030.5,0.042930984,0.042930984,42.930984
287340,44030.54167,0.04018729,0.04018729,40.18729
287400,44030.58333,0.043115306,0.043115306,43.115306
287460,44030.625,0.042999162,0.042999162,42.999162
287520,44030.66667,0.042914735,0.042914735,42.914735
287580,44030.70833,0.043048116,0.043048116,43.048116
287640,44030.75,0.044193673,0.9,900
287700,44030.79167,0.045884182,0.9,900
287760,44030.83333,0.045410254,0.9,900
287820,44030.875,0.043804489,0.9,900
287880,44030.91667,0.043318969,0.9,900
287940,44030.95833,0.043370881,0.9,900
288000,44031,0.043452594,0.9,900
288060,44031.04167,0.041832951,0.9,900
288120,44031.08333,0.041873907,0.9,900
288180,44031.125,0.043877129,0.9,900
288240,44031.16667,0.046269188,0.9,900
288300,44031.20833,0.045281551,0.9,900
288360,44031.25,0.045952492,0.045952492,45.952492
288420,44031.29167,0.043351738,0.043351738,43.351738
288480,44031.33333,0.04327294,0.04327294,43.27294
288540,44031.375,0.042014168,0.042014168,42.014168
288600,44031.41667,0.044563212,0.044563212,44.563212
288660,44031.45833,0.043191193,0.043191193,43.191193
288720,44031.5,0.041688092,0.041688092,41.688092
288780,44031.54167,0.04168309,0.04168309,41.68309
288840,44031.58333,0.041557694,0.041557694,41.557694
288900,44031.625,0.044185853,0.044185853,44.185853
288960,44031.66667,0.041896004,0.041896004,41.896004
289020,44031.70833,0.04286497,0.04286497,42.86497
289080,44031.75,0.042964655,0.9,900
289140,44031.79167,0.04561914,0.9,900
289200,44031.83333,0.042429884,0.9,900
289260,44031.875,0.043534169,0.9,900
289320,44031.91667,0.044432418,0.9,900
289380,44031.95833,0.043382565,0.9,900
289440,44032,0.041998633,0.9,900
289500,44032.04167,0.043185766,0.9,900
289560,44032.08333,0.04449015,0.9,900
289620,44032.125,0.047650644,0.9,900
289680,44032.16667,0.04627122,0.9,900
289740,44032.20833,0.040874027,0.9,900
289800,44032.25,0.043397691,0.043397691,43.397691
289860,44032.29167,0.042057131,0.042057131,42.057131
289920,44032.33333,0.042035061,0.042035061,42.035061
289980,44032.375,0.041631425,0.041631425,41.631425
290040,44032.41667,0.049769737,0.049769737,49.769737
290100,44032.45833,0.043522873,0.043522873,43.522873
290160,44032.5,0.037490109,0.037490109,37.490109
290220,44032.54167,0.040516717,0.040516717,40.516717
290280,44032.58333,0.041772557,0.041772557,41.772557
290340,44032.625,0.044104404,0.044104404,44.104404
290400,44032.66667,0.043003341,0.043003341,43.003341
290460,44032.70833,0.043012125,0.043012125,43.012125
290520,44032.75,0.044238946,0.9,900
290580,44032.79167,0.049434647,0.9,900
290640,44032.83333,0.03812377,0.9,900
290700,44032.875,0.044559975,0.9,900
290760,44032.91667,0.043358651,0.9,900
290820,44032.95833,0.043209762,0.9,900
290880,44033,0.04441151,0.9,900
290940,44033.04167,0.041932032,0.9,900
291000,44033.08333,0.047124239,0.9,900
291060,44033.125,0.046386309,0.9,900
291120,44033.16667,0.044686987,0.9,900
291180,44033.20833,0.042132653,0.9,900
291240,44033.25,0.041654663,0.041654663,41.654663
291300,44033.29167,0.04313257,0.04313257,43.13257
291360,44033.33333,0.043158824,0.043158824,43.158824
291420,44033.375,0.041889183,0.041889183,41.889183
291480,44033.41667,0.043028212,0.043028212,43.028212
291540,44033.45833,0.041486029,0.041486029,41.486029
291600,44033.5,0.046864631,0.046864631,46.864631
291660,44033.54167,0.039219931,0.039219931,39.219931
291720,44033.58333,0.041495831,0.041495831,41.495831
291780,44033.625,0.042948561,0.042948561,42.948561
291840,44033.66667,0.044313172,0.044313172,44.313172
291900,44033.70833,0.045068579,0.045068579,45.068579
291960,44033.75,0.04417746,0.9,900
292020,44033.79167,0.048849918,0.9,900
292080,44033.83333,0.045262902,0.9,900
292140,44033.875,0.042223513,0.9,900
292200,44033.91667,0.043201443,0.9,900
292260,44033.95833,0.044103266,0.9,900
292320,44034,0.043711319,0.9,900
292380,44034.04167,0.042028705,0.9,900
292440,44034.08333,0.040670228,0.9,900
292500,44034.125,0.047590448,0.9,900
292560,44034.16667,0.045261196,0.9,900
292620,44034.20833,0.040447432,0.9,900
292680,44034.25,0.043321609,0.043321609,43.321609
292740,44034.29167,0.043276506,0.043276506,43.276506
292800,44034.33333,0.042905699,0.042905699,42.905699
292860,44034.375,0.044474292,0.044474292,44.474292
292920,44034.41667,0.043042146,0.043042146,43.042146
292980,44034.45833,0.042883732,0.042883732,42.883732
293040,44034.5,0.043188449,0.043188449,43.188449
293100,44034.54167,0.044243637,0.044243637,44.243637
293160,44034.58333,0.041501083,0.041501083,41.501083
293220,44034.625,0.044434425,0.044434425,44.434425
293280,44034.66667,0.041649713,0.041649713,41.649713
293340,44034.70833,0.040426346,0.040426346,40.426346
293400,44034.75,0.042819781,0.9,900
293460,44034.79167,0.044390453,0.9,900
293520,44034.83333,0.043598342,0.9,900
293580,44034.875,0.042084614,0.9,900
293640,44034.91667,0.041955192,0.9,900
293700,44034.95833,0.044413108,0.9,900
293760,44035,0.042093537,0.9,900
293820,44035.04167,0.042001197,0.9,900
293880,44035.08333,0.046120972,0.9,900
293940,44035.125,0.044685625,0.9,900
294000,44035.16667,0.045928596,0.9,900
294060,44035.20833,0.04578702,0.9,900
294120,44035.25,0.047404456,0.047404456,47.404456
294180,44035.29167,0.039317579,0.039317579,39.317579
294240,44035.33333,0.040645371,0.040645371,40.645371
294300,44035.375,0.041980156,0.041980156,41.980156
294360,44035.41667,0.042933525,0.042933525,42.933525
294420,44035.45833,0.042932502,0.042932502,42.932502
294480,44035.5,0.042915035,0.042915035,42.915035
294540,44035.54167,0.043069632,0.043069632,43.069632
294600,44035.58333,0.045947783,0.045947783,45.947783
294660,44035.625,0.044136653,0.044136653,44.136653
294720,44035.66667,0.044265992,0.044265992,44.265992
294780,44035.70833,0.045498825,0.045498825,45.498825
294840,44035.75,0.042185571,0.9,900
294900,44035.79167,0.044733345,0.9,900
294960,44035.83333,0.046686121,0.9,900
295020,44035.875,0.043446687,0.9,900
295080,44035.91667,0.042133369,0.9,900
295140,44035.95833,0.043189401,0.9,900
295200,44036,0.043360724,0.9,900
295260,44036.04167,0.040315675,0.9,900
295320,44036.08333,0.041839086,0.9,900
295380,44036.125,0.043504086,0.9,900
295440,44036.16667,0.047840613,0.9,900
295500,44036.20833,0.038243084,0.9,900
295560,44036.25,0.04522651,0.04522651,45.22651
295620,44036.29167,0.044561377,0.044561377,44.561377
295680,44036.33333,0.042053279,0.042053279,42.053279
295740,44036.375,0.043220318,0.043220318,43.220318
295800,44036.41667,0.043227233,0.043227233,43.227233
295860,44036.45833,0.044781537,0.044781537,44.781537
295920,44036.5,0.04355309,0.04355309,43.55309
295980,44036.54167,0.042852647,0.042852647,42.852647
296040,44036.58333,0.041696579,0.041696579,41.696579
296100,44036.625,0.041680238,0.041680238,41.680238
296160,44036.66667,0.042785562,0.042785562,42.785562
296220,44036.70833,0.042991173,0.042991173,42.991173
296280,44036.75,0.043963353,0.9,900
296340,44036.79167,0.045913555,0.9,900
296400,44036.83333,0.047454991,0.9,900
296460,44036.875,0.043393692,0.9,900
296520,44036.91667,0.040702089,0.9,900
296580,44036.95833,0.042048368,0.9,900
296640,44037,0.042057256,0.9,900
296700,44037.04167,0.04316603,0.9,900
296760,44037.08333,0.04511683,0.9,900
296820,44037.125,0.044666573,0.9,900
296880,44037.16667,0.044759464,0.9,900
296940,44037.20833,0.042054738,0.9,900
297000,44037.25,0.040693434,0.040693434,40.693434
297060,44037.29167,0.043249662,0.043249662,43.249662
297120,44037.33333,0.04313433,0.04313433,43.13433
297180,44037.375,0.043180116,0.043180116,43.180116
297240,44037.41667,0.042951941,0.042951941,42.951941
297300,44037.45833,0.042851149,0.042851149,42.851149
297360,44037.5,0.042798733,0.042798733,42.798733
297420,44037.54167,0.042859424,0.042859424,42.859424
297480,44037.58333,0.042810475,0.042810475,42.810475
297540,44037.625,0.04429804,0.04429804,44.29804
297600,44037.66667,0.044209242,0.044209242,44.209242
297660,44037.70833,0.041418376,0.041418376,41.418376
297720,44037.75,0.045570409,0.9,900
297780,44037.79167,0.044675323,0.9,900
297840,44037.83333,0.043489677,0.9,900
297900,44037.875,0.043317754,0.9,900
297960,44037.91667,0.043288824,0.9,900
298020,44037.95833,0.043176185,0.9,900
298080,44038,0.043189445,0.9,900
298140,44038.04167,0.044448393,0.9,900
298200,44038.08333,0.047613086,0.9,900
298260,44038.125,0.044622973,0.9,900
298320,44038.16667,0.043258087,0.9,900
298380,44038.20833,0.042228265,0.9,900
298440,44038.25,0.043523718,0.043523718,43.523718
298500,44038.29167,0.043181037,0.043181037,43.181037
298560,44038.33333,0.04330563,0.04330563,43.30563
298620,44038.375,0.041914778,0.041914778,41.914778
298680,44038.41667,0.043008592,0.043008592,43.008592
298740,44038.45833,0.04291253,0.04291253,42.91253
298800,44038.5,0.041778885,0.041778885,41.778885
298860,44038.54167,0.042814531,0.042814531,42.814531
298920,44038.58333,0.041626186,0.041626186,41.626186
298980,44038.625,0.041636136,0.041636136,41.636136
299040,44038.66667,0.042842755,0.042842755,42.842755
299100,44038.70833,0.042927115,0.042927115,42.927115
299160,44038.75,0.043117405,0.9,900
299220,44038.79167,0.04479085,0.9,900
299280,44038.83333,0.044687177,0.9,900
299340,44038.875,0.043477653,0.9,900
299400,44038.91667,0.045909361,0.9,900
299460,44038.95833,0.043239684,0.9,900
299520,44039,0.041824109,0.9,900
299580,44039.04167,0.041940346,0.9,900
299640,44039.08333,0.044365885,0.9,900
299700,44039.125,0.047465972,0.9,900
299760,44039.16667,0.04495383,0.9,900
299820,44039.20833,0.044540212,0.9,900
299880,44039.25,0.043334563,0.043334563,43.334563
299940,44039.29167,0.040500544,0.040500544,40.500544
300000,44039.33333,0.043437359,0.043437359,43.437359
300060,44039.375,0.043189849,0.043189849,43.189849
300120,44039.41667,0.041732166,0.041732166,41.732166
300180,44039.45833,0.044171491,0.044171491,44.171491
300240,44039.5,0.042986567,0.042986567,42.986567
300300,44039.54167,0.042897704,0.042897704,42.897704
300360,44039.58333,0.042933063,0.042933063,42.933063
300420,44039.625,0.041731509,0.041731509,41.731509
300480,44039.66667,0.042898596,0.042898596,42.898596
300540,44039.70833,0.043952758,0.043952758,43.952758
300600,44039.75,0.042927277,0.9,900
300660,44039.79167,0.045810168,0.9,900
300720,44039.83333,0.046776711,0.9,900
300780,44039.875,0.043523284,0.9,900
300840,44039.91667,0.043290464,0.9,900
300900,44039.95833,0.041963204,0.9,900
300960,44040,0.04325459,0.9,900
301020,44040.04167,0.04441112,0.9,900
301080,44040.08333,0.043354426,0.9,900
301140,44040.125,0.041894036,0.9,900
301200,44040.16667,0.044935629,0.9,900
301260,44040.20833,0.043452493,0.9,900
301320,44040.25,0.043484742,0.043484742,43.484742
301380,44040.29167,0.045914249,0.045914249,45.914249
301440,44040.33333,0.036554149,0.036554149,36.554149
301500,44040.375,0.04041625,0.04041625,40.41625
301560,44040.41667,0.043269023,0.043269023,43.269023
301620,44040.45833,0.044460282,0.044460282,44.460282
301680,44040.5,0.042931023,0.042931023,42.931023
301740,44040.54167,0.04167162,0.04167162,41.67162
301800,44040.58333,0.040462971,0.040462971,40.462971
301860,44040.625,0.041511888,0.041511888,41.511888
301920,44040.66667,0.044121409,0.044121409,44.121409
301980,44040.70833,0.045717471,0.045717471,45.717471
302040,44040.75,0.048279133,0.9,900
302100,44040.79167,0.045856023,0.9,900
302160,44040.83333,0.042945054,0.9,900
302220,44040.875,0.043603546,0.9,900
302280,44040.91667,0.042079397,0.9,900
302340,44040.95833,0.043308731,0.9,900
302400,44041,0.045885284,0.9,900
302460,44041.04167,0.040408605,0.9,900
302520,44041.08333,0.038193226,0.9,900
302580,44041.125,0.043015944,0.9,900
302640,44041.16667,0.046020466,0.9,900
302700,44041.20833,0.044601841,0.9,900
302760,44041.25,0.04388054,0.04388054,43.88054
302820,44041.29167,0.044517846,0.044517846,44.517846
302880,44041.33333,0.043386907,0.043386907,43.386907
302940,44041.375,0.043207105,0.043207105,43.207105
303000,44041.41667,0.041976424,0.041976424,41.976424
303060,44041.45833,0.045767801,0.045767801,45.767801
303120,44041.5,0.039366388,0.039366388,39.366388
303180,44041.54167,0.044203197,0.044203197,44.203197
303240,44041.58333,0.042824049,0.042824049,42.824049
303300,44041.625,0.044371382,0.044371382,44.371382
303360,44041.66667,0.045438387,0.045438387,45.438387
303420,44041.70833,0.040441606,0.040441606,40.441606
303480,44041.75,0.040321771,0.9,900
303540,44041.79167,0.047267158,0.9,900
303600,44041.83333,0.045391333,0.9,900
303660,44041.875,0.046085539,0.9,900
303720,44041.91667,0.042040696,0.9,900
303780,44041.95833,0.041985928,0.9,900
303840,44042,0.046910936,0.9,900
303900,44042.04167,0.044830722,0.9,900
303960,44042.08333,0.039216463,0.9,900
304020,44042.125,0.047733479,0.9,900
304080,44042.16667,0.048095282,0.9,900
304140,44042.20833,0.042988197,0.9,900
304200,44042.25,0.043630053,0.043630053,43.630053
304260,44042.29167,0.044616284,0.044616284,44.616284
304320,44042.33333,0.039081856,0.039081856,39.081856
304380,44042.375,0.041951251,0.041951251,41.951251
304440,44042.41667,0.03929666,0.03929666,39.29666
304500,44042.45833,0.044585163,0.044585163,44.585163
304560,44042.5,0.042001873,0.042001873,42.001873
304620,44042.54167,1.238240785,1.238240785,1238.240785
304680,44042.58333,2.217148047,2.217148047,2217.148047
304740,44042.625,0.770510892,0.770510892,770.510892
304800,44042.66667,0.49919591,0.49919591,499.19591
304860,44042.70833,2.779052056,2.779052056,2779.052056
304920,44042.75,1.08890524,0.9,900
304980,44042.79167,1.887566362,0.9,900
305040,44042.83333,0.116217398,0.9,900
305100,44042.875,0.19881335,0.9,900
305160,44042.91667,0.205318584,0.9,900
305220,44042.95833,0.063990489,0.9,900
305280,44043,0.043398069,0.9,900
305340,44043.04167,0.041966104,0.9,900
305400,44043.08333,0.044395048,0.9,900
305460,44043.125,0.047152266,0.9,900
305520,44043.16667,0.044977297,0.9,900
305580,44043.20833,0.043240938,0.9,900
305640,44043.25,0.563743293,0.563743293,563.743293
305700,44043.29167,0.646228155,0.646228155,646.228155
305760,44043.33333,0.576299921,0.576299921,576.299921
305820,44043.375,0.068327528,0.068327528,68.327528
305880,44043.41667,0.044416961,0.044416961,44.416961
305940,44043.45833,0.056675986,0.056675986,56.675986
306000,44043.5,0.121009808,0.121009808,121.009808
306060,44043.54167,0.141576861,0.141576861,141.576861
306120,44043.58333,0.16403339,0.16403339,164.03339
306180,44043.625,0.144134586,0.144134586,144.134586
306240,44043.66667,0.204850636,0.204850636,204.850636
306300,44043.70833,1.778937011,1.778937011,1778.937011
306360,44043.75,1.727800559,0.9,900
306420,44043.79167,1.908911709,0.9,900
306480,44043.83333,0.135729936,0.9,900
306540,44043.875,0.553655146,0.9,900
306600,44043.91667,0.119609185,0.9,900
306660,44043.95833,0.047046536,0.9,900
306720,44044,0.043208335,0.9,900
306780,44044.04167,0.044364752,0.9,900
306840,44044.08333,0.043214245,0.9,900
306900,44044.125,0.043389076,0.9,900
306960,44044.16667,0.04495455,0.9,900
307020,44044.20833,0.044311507,0.9,900
307080,44044.25,0.044683137,0.044683137,44.683137
307140,44044.29167,0.459987188,0.459987188,459.987188
307200,44044.33333,0.690281336,0.690281336,690.281336
307260,44044.375,0.158992038,0.158992038,158.992038
307320,44044.41667,0.638256207,0.638256207,638.256207
307380,44044.45833,0.600895924,0.600895924,600.895924
307440,44044.5,2.655116758,2.655116758,2655.116758
307500,44044.54167,1.881301158,1.881301158,1881.301158
307560,44044.58333,0.176977917,0.176977917,176.977917
307620,44044.625,0.049254649,0.049254649,49.254649
307680,44044.66667,1.679233334,1.679233334,1679.233334
307740,44044.70833,1.358479272,1.358479272,1358.479272
307800,44044.75,0.318459391,0.9,900
307860,44044.79167,1.283214243,0.9,900
307920,44044.83333,0.102938911,0.9,900
307980,44044.875,0.175811099,0.9,900
308040,44044.91667,0.170354796,0.9,900
308100,44044.95833,0.043264751,0.9,900
308160,44045,0.044658807,0.9,900
308220,44045.04167,0.044582669,0.9,900
308280,44045.08333,0.043637713,0.9,900
308340,44045.125,0.045289832,0.9,900
308400,44045.16667,0.044961742,0.9,900
308460,44045.20833,0.046256265,0.9,900
308520,44045.25,0.615444218,0.615444218,615.444218
308580,44045.29167,0.542319949,0.542319949,542.319949
308640,44045.33333,0.651081925,0.651081925,651.081925
308700,44045.375,0.829074526,0.829074526,829.074526
308760,44045.41667,0.312880291,0.312880291,312.880291
308820,44045.45833,0.229171478,0.229171478,229.171478
308880,44045.5,1.078552424,1.078552424,1078.552424
308940,44045.54167,0.117638889,0.117638889,117.638889
309000,44045.58333,1.774350023,1.774350023,1774.350023
309060,44045.625,1.937953116,1.937953116,1937.953116
309120,44045.66667,0.419141635,0.419141635,419.141635
309180,44045.70833,0.076177797,0.076177797,76.177797
309240,44045.75,0.747282036,0.9,900
309300,44045.79167,0.759700732,0.9,900
309360,44045.83333,0.157771268,0.9,900
309420,44045.875,0.652646329,0.9,900
309480,44045.91667,0.168722611,0.9,900
309540,44045.95833,0.118206533,0.9,900
309600,44046,0.043116141,0.9,900
309660,44046.04167,0.047603512,0.9,900
309720,44046.08333,0.045390092,0.9,900
309780,44046.125,0.044738869,0.9,900
309840,44046.16667,0.043179687,0.9,900
309900,44046.20833,0.041225944,0.9,900
309960,44046.25,0.56574418,0.56574418,565.74418
310020,44046.29167,0.695487542,0.695487542,695.487542
310080,44046.33333,0.168209864,0.168209864,168.209864
310140,44046.375,0.539355778,0.539355778,539.355778
310200,44046.41667,0.058073477,0.058073477,58.073477
310260,44046.45833,0.051613687,0.051613687,51.613687
310320,44046.5,0.04426897,0.04426897,44.26897
310380,44046.54167,0.049835499,0.049835499,49.835499
310440,44046.58333,0.159175836,0.159175836,159.175836
310500,44046.625,0.075721652,0.075721652,75.721652
310560,44046.66667,0.254001328,0.254001328,254.001328
310620,44046.70833,0.041224058,0.041224058,41.224058
310680,44046.75,1.207406871,0.9,900
310740,44046.79167,1.789154659,0.9,900
310800,44046.83333,0.901063009,0.9,900
310860,44046.875,0.498412492,0.9,900
310920,44046.91667,0.204817023,0.9,900
310980,44046.95833,0.078543929,0.9,900
311040,44047,0.035526662,0.9,900
311100,44047.04167,0.04590649,0.9,900
311160,44047.08333,0.043372601,0.9,900
311220,44047.125,0.043162725,0.9,900
311280,44047.16667,0.043193097,0.9,900
311340,44047.20833,0.04284587,0.9,900
311400,44047.25,0.562651704,0.562651704,562.651704
311460,44047.29167,0.537101642,0.537101642,537.101642
311520,44047.33333,0.668393221,0.668393221,668.393221
311580,44047.375,0.078300271,0.078300271,78.300271
311640,44047.41667,0.094309014,0.094309014,94.309014
311700,44047.45833,0.071504611,0.071504611,71.504611
311760,44047.5,0.059744219,0.059744219,59.744219
311820,44047.54167,0.073562795,0.073562795,73.562795
311880,44047.58333,0.080124614,0.080124614,80.124614
311940,44047.625,0.151132451,0.151132451,151.132451
312000,44047.66667,0.072402066,0.072402066,72.402066
312060,44047.70833,1.826687904,1.826687904,1826.687904
312120,44047.75,1.792267285,0.9,900
312180,44047.79167,0.719330437,0.9,900
312240,44047.83333,1.138248518,0.9,900
312300,44047.875,0.207355362,0.9,900
312360,44047.91667,0.427042951,0.9,900
312420,44047.95833,0.058987947,0.9,900
312480,44048,0.043472423,0.9,900
312540,44048.04167,0.044499889,0.9,900
312600,44048.08333,0.043446312,0.9,900
312660,44048.125,0.045619211,0.9,900
312720,44048.16667,0.046848426,0.9,900
312780,44048.20833,0.043593025,0.9,900
312840,44048.25,1.016512859,1.016512859,1016.512859
312900,44048.29167,0.797337322,0.797337322,797.337322
312960,44048.33333,0.142342294,0.142342294,142.342294
313020,44048.375,0.166230002,0.166230002,166.230002
313080,44048.41667,0.172846219,0.172846219,172.846219
313140,44048.45833,0.073969752,0.073969752,73.969752
313200,44048.5,0.046448962,0.046448962,46.448962
313260,44048.54167,0.045515735,0.045515735,45.515735
313320,44048.58333,0.082817896,0.082817896,82.817896
313380,44048.625,0.088685816,0.088685816,88.685816
313440,44048.66667,0.118847285,0.118847285,118.847285
313500,44048.70833,2.129182804,2.129182804,2129.182804
313560,44048.75,1.321471986,0.9,900
313620,44048.79167,1.769918499,0.9,900
313680,44048.83333,0.212475685,0.9,900
313740,44048.875,0.123841604,0.9,900
313800,44048.91667,0.118131715,0.9,900
313860,44048.95833,0.044640073,0.9,900
313920,44049,0.039140106,0.9,900
313980,44049.04167,0.039427497,0.9,900
314040,44049.08333,0.043181908,0.9,900
314100,44049.125,0.043275918,0.9,900
314160,44049.16667,0.046554947,0.9,900
314220,44049.20833,0.045833455,0.9,900
314280,44049.25,0.649971417,0.649971417,649.971417
314340,44049.29167,0.534377858,0.534377858,534.377858
314400,44049.33333,0.585550474,0.585550474,585.550474
314460,44049.375,0.085847909,0.085847909,85.847909
314520,44049.41667,0.096155765,0.096155765,96.155765
314580,44049.45833,0.083421727,0.083421727,83.421727
314640,44049.5,0.059474559,0.059474559,59.474559
314700,44049.54167,0.069005429,0.069005429,69.005429
314760,44049.58333,0.074478853,0.074478853,74.478853
314820,44049.625,0.141073541,0.141073541,141.073541
314880,44049.66667,0.07763775,0.07763775,77.63775
314940,44049.70833,0.058826802,0.058826802,58.826802
315000,44049.75,0.375736368,0.9,900
315060,44049.79167,1.397939433,0.9,900
315120,44049.83333,1.320997317,0.9,900
315180,44049.875,0.850149991,0.9,900
315240,44049.91667,0.069464559,0.9,900
315300,44049.95833,0.045936998,0.9,900
315360,44050,0.043208472,0.9,900
315420,44050.04167,0.043274099,0.9,900
315480,44050.08333,0.041781657,0.9,900
315540,44050.125,0.043327948,0.9,900
315600,44050.16667,0.042142303,0.9,900
315660,44050.20833,0.042339025,0.9,900
315720,44050.25,0.541972024,0.541972024,541.972024
315780,44050.29167,0.730718296,0.730718296,730.718296
315840,44050.33333,0.086981572,0.086981572,86.981572
315900,44050.375,0.09213108,0.09213108,92.13108
315960,44050.41667,0.094571015,0.094571015,94.571015
316020,44050.45833,0.07438112,0.07438112,74.38112
316080,44050.5,0.049294732,0.049294732,49.294732
316140,44050.54167,0.045532431,0.045532431,45.532431
316200,44050.58333,0.056801224,0.056801224,56.801224
316260,44050.625,0.043081723,0.043081723,43.081723
316320,44050.66667,0.578064461,0.578064461,578.064461
316380,44050.70833,1.963586245,1.963586245,1963.586245
316440,44050.75,2.609668365,0.9,900
316500,44050.79167,1.424176167,0.9,900
316560,44050.83333,0.485447702,0.9,900
316620,44050.875,0.173114114,0.9,900
316680,44050.91667,0.131580721,0.9,900
316740,44050.95833,0.072720578,0.9,900
316800,44051,0.041874368,0.9,900
316860,44051.04167,0.044443404,0.9,900
316920,44051.08333,0.04399393,0.9,900
316980,44051.125,0.045044466,0.9,900
317040,44051.16667,0.043381971,0.9,900
317100,44051.20833,0.043113115,0.9,900
317160,44051.25,0.043036861,0.043036861,43.036861
317220,44051.29167,0.673505633,0.673505633,673.505633
317280,44051.33333,0.083787854,0.083787854,83.787854
317340,44051.375,1.054785257,1.054785257,1054.785257
317400,44051.41667,0.684157626,0.684157626,684.157626
317460,44051.45833,0.338159529,0.338159529,338.159529
317520,44051.5,1.686082385,1.686082385,1686.082385
317580,44051.54167,1.23537195,1.23537195,1235.37195
317640,44051.58333,0.449339189,0.449339189,449.339189
317700,44051.625,2.981081708,2.981081708,2981.081708
317760,44051.66667,1.666651233,1.666651233,1666.651233
317820,44051.70833,0.723253453,0.723253453,723.253453
317880,44051.75,0.297251939,0.9,900
317940,44051.79167,1.455377217,0.9,900
318000,44051.83333,0.308956891,0.9,900
318060,44051.875,0.716699803,0.9,900
318120,44051.91667,0.102134587,0.9,900
318180,44051.95833,0.044690835,0.9,900
318240,44052,0.041958278,0.9,900
318300,44052.04167,0.047165636,0.9,900
318360,44052.08333,0.04344486,0.9,900
318420,44052.125,0.043384797,0.9,900
318480,44052.16667,0.043941351,0.9,900
318540,44052.20833,0.044949907,0.9,900
318600,44052.25,0.041078188,0.041078188,41.078188
318660,44052.29167,0.547777456,0.547777456,547.777456
318720,44052.33333,0.612402605,0.612402605,612.402605
318780,44052.375,0.719035499,0.719035499,719.035499
318840,44052.41667,0.25798941,0.25798941,257.98941
318900,44052.45833,0.952422917,0.952422917,952.422917
318960,44052.5,1.031230887,1.031230887,1031.230887
319020,44052.54167,0.601327876,0.601327876,601.327876
319080,44052.58333,0.101247023,0.101247023,101.247023
319140,44052.625,0.142268911,0.142268911,142.268911
319200,44052.66667,0.18704343,0.18704343,187.04343
319260,44052.70833,0.064802926,0.064802926,64.802926
319320,44052.75,0.706278728,0.9,900
319380,44052.79167,0.87003733,0.9,900
319440,44052.83333,0.241446991,0.9,900
319500,44052.875,2.15850173,0.9,900
319560,44052.91667,0.997992023,0.9,900
319620,44052.95833,0.042132302,0.9,900
319680,44053,0.043099634,0.9,900
319740,44053.04167,0.044444833,0.9,900
319800,44053.08333,0.04451214,0.9,900
319860,44053.125,0.043354087,0.9,900
319920,44053.16667,0.046103211,0.9,900
319980,44053.20833,0.043593117,0.9,900
320040,44053.25,0.747284206,0.747284206,747.284206
320100,44053.29167,0.98339279,0.98339279,983.39279
320160,44053.33333,0.430138298,0.430138298,430.138298
320220,44053.375,0.14220955,0.14220955,142.20955
320280,44053.41667,0.040484276,0.040484276,40.484276
320340,44053.45833,0.050454617,0.050454617,50.454617
